@relation svmModel
@attribute count_tokens real
@attribute count_sents real
@attribute frac_puncs real
@attribute avg_token_len real
@attribute stdev_token_len real
@attribute avg_sent_len1 real
@attribute avg_sent_len2 real
@attribute num_digits real
@attribute decision{0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0}
@data
595.0,67.0,0.0033613446,5.1512604,2.5312784,14.468085,76.40426,70.0,6.0
726.0,82.0,0.002754821,5.5151515,2.803809,16.44,93.18,47.0,6.0
540.0,62.0,0.0037037036,5.1351852,2.527307,13.543478,70.521736,55.0,6.0
726.0,82.0,0.002754821,5.5096416,2.7989154,16.44,93.1,47.0,6.0
408.0,71.0,0.0024509805,5.272059,2.849495,10.652174,54.0,111.0,6.0
451.0,57.0,0.0,5.2971177,2.9043148,12.804878,67.70731,41.0,6.0
423.0,52.0,0.0070921984,5.0851064,2.8727674,13.583333,70.02778,38.0,6.0
719.0,80.0,0.0055632824,4.810848,2.569284,18.627907,95.83721,76.0,6.0
433.0,44.0,0.0023094688,5.04388,2.5799758,19.875,107.791664,59.0,6.0
563.0,63.0,0.005328597,4.969805,2.665644,15.238095,78.54762,101.0,6.0
524.0,59.0,0.0,5.019084,2.5162828,15.684211,81.57895,132.0,6.0
505.0,71.0,0.0118811885,5.2138615,2.6344595,12.4375,64.125,155.0,6.0
427.0,53.0,0.0023419203,5.096019,2.7913668,13.131579,67.289474,116.0,6.0
558.0,60.0,0.005376344,5.125448,2.6243992,16.68421,90.91892,86.0,6.0
422.0,51.0,0.0047393367,5.1137443,2.5371835,13.694445,72.11429,91.0,6.0
493.0,60.0,0.0020283975,5.0689654,2.5017846,14.0,73.25,93.0,6.0
404.0,43.0,0.0024752475,4.9851484,2.6745558,18.0,95.4,22.0,6.0
469.0,61.0,0.0,5.1577826,2.5132177,15.342857,81.08572,120.0,6.0
467.0,62.0,0.0,5.1691647,2.5157478,14.916667,78.583336,122.0,6.0
298.0,33.0,0.0,5.704698,2.9378428,15.409091,89.454544,51.0,6.0
456.0,53.0,0.004385965,5.0921054,2.6885602,20.16,109.8,48.0,6.0
424.0,58.0,0.009433962,5.254717,2.7739055,15.0625,81.4375,41.0,6.0
579.0,58.0,0.0,5.2348876,2.8223305,16.04878,86.60976,96.0,6.0
539.0,64.0,0.0,5.348794,2.8585804,14.4651165,78.06977,81.0,6.0
515.0,75.0,0.0,5.267961,2.475128,12.469388,64.38776,117.0,6.0
877.0,81.0,0.0,5.3523374,2.7578304,22.348837,128.39536,53.0,6.0
461.0,47.0,0.0,5.464208,2.7650812,20.36,117.96,35.0,6.0
721.0,75.0,0.011095701,4.8751736,2.3958948,22.542856,119.65714,50.0,6.0
510.0,54.0,0.0,5.1294117,2.8164296,16.852942,90.5,68.0,6.0
568.0,50.0,0.0035211267,5.1954226,2.7021458,20.225807,112.16129,19.0,6.0
586.0,51.0,0.0085324235,4.940273,2.5259445,22.137932,118.793106,52.0,6.0
445.0,55.0,0.0,5.303371,2.579106,17.275862,95.344826,67.0,6.0
622.0,82.0,0.0,5.0643086,2.601455,16.714285,88.309525,74.0,7.0
644.0,96.0,0.0031055901,5.0791926,2.7161107,15.782609,83.565216,37.0,7.0
535.0,76.0,0.0,5.0728974,2.6742644,17.617647,94.088234,28.0,7.0
600.0,80.0,0.0,5.0416665,2.543604,16.512196,87.243904,72.0,7.0
346.0,41.0,0.00867052,4.921965,2.5618887,22.235294,119.23529,44.0,7.0
413.0,47.0,0.0024213076,4.8305087,2.63802,14.242424,71.63636,22.0,7.0
384.0,53.0,0.0,4.8984375,2.5945778,17.24,89.2,34.0,7.0
580.0,84.0,0.0,4.9879313,2.5907383,16.666666,87.64103,33.0,7.0
580.0,84.0,0.0,4.986207,2.590403,16.666666,87.61539,33.0,7.0
722.0,101.0,0.002770083,5.0055404,2.675936,16.34,85.18,175.0,7.0
602.0,88.0,0.009966778,5.2059803,2.7134655,13.211538,70.28846,103.0,7.0
353.0,44.0,0.0028328612,5.7025495,3.0069654,15.461538,89.69231,25.0,7.0
683.0,80.0,0.0014641288,5.137628,2.6168342,22.029411,122.0,49.0,7.0
353.0,44.0,0.0028328612,5.7025495,3.0069654,15.461538,89.65385,25.0,7.0
425.0,45.0,0.0,5.0682354,2.794539,17.62963,94.14815,13.0,7.0
441.0,55.0,0.0045351475,5.047619,2.7054987,16.533333,87.7,19.0,7.0
543.0,55.0,0.009208103,4.9152856,2.6841338,20.655172,109.586205,48.0,7.0
622.0,72.0,0.0,4.9678454,2.582202,17.375,91.3,55.0,7.0
622.0,72.0,0.0,4.9694533,2.5825353,17.375,91.325,55.0,7.0
543.0,55.0,0.009208103,4.913444,2.6809945,20.655172,109.586205,48.0,7.0
700.0,83.0,0.0014285714,5.0685716,2.7398381,18.47619,99.809525,59.0,7.0
514.0,54.0,0.0019455253,5.105058,2.721982,18.387096,99.80645,43.0,7.0
578.0,60.0,0.0017301039,5.102076,2.7537246,19.333334,105.48485,47.0,7.0
516.0,67.0,0.0019379845,4.998062,2.583864,15.837838,82.16216,28.0,7.0
432.0,51.0,0.0,5.053241,2.6245708,21.5,117.5,20.0,7.0
675.0,69.0,0.005925926,4.988148,2.638153,18.775,99.65,31.0,7.0
516.0,67.0,0.0019379845,5.0,2.5842397,15.837838,82.189186,28.0,7.0
491.0,71.0,0.0,5.221996,2.8092096,15.857142,85.85714,41.0,7.0
616.0,70.0,0.0,5.1347404,2.537964,20.60606,113.09091,34.0,7.0
696.0,92.0,0.0,5.2873564,2.7382207,16.97826,93.652176,46.0,7.0
717.0,88.0,0.0,5.1938634,2.700806,17.127659,93.04256,45.0,7.0
784.0,88.0,0.0012755102,5.015306,2.742293,23.135136,126.189186,64.0,7.0
649.0,99.0,0.0,5.2804313,2.7350829,17.756098,100.35,63.0,7.0
565.0,86.0,0.0017699115,5.0849557,2.6062982,15.975,84.45,58.0,7.0
703.0,96.0,0.0014224751,5.0938835,2.5551667,18.232557,98.16279,64.0,7.0
650.0,93.0,0.0015384615,5.0707693,2.5141919,17.357143,92.5,54.0,7.0
350.0,36.0,0.0,4.977143,2.6874404,17.0,89.73913,27.0,7.0
654.0,93.0,0.0,4.8929663,2.4837399,19.105263,100.052635,68.0,7.0
599.0,97.0,0.0,5.3989983,2.7788966,16.925,96.79487,60.0,7.0
413.0,61.0,0.0,5.355932,2.8457863,15.666667,86.03333,22.0,7.0
531.0,62.0,0.0,4.915254,2.6762488,20.857143,110.82143,42.0,7.0
729.0,84.0,0.0,5.0877914,2.7503304,20.125,109.525,61.0,7.0
664.0,98.0,0.0,5.0316267,2.4922554,19.368422,104.0,73.0,7.0
625.0,97.0,0.0,5.112,2.596043,18.342106,99.10526,67.0,7.0
673.0,82.0,0.0,5.2109957,2.8147447,20.527779,114.69444,57.0,7.0
630.0,88.0,0.0,5.0380955,2.6675856,18.918919,101.35135,45.0,7.0
687.0,76.0,0.0072780205,5.0407567,2.6594296,20.0,107.8421,58.0,7.0
715.0,98.0,0.0,5.0447555,2.7309577,18.928572,101.40476,45.0,7.0
569.0,75.0,0.0,5.082601,2.7198167,16.81579,89.552635,56.0,7.0
770.0,83.0,0.0025974025,4.9766235,2.765647,19.454546,103.13636,74.0,7.0
392.0,50.0,0.0051020407,5.0816326,2.6222107,14.866667,78.0,28.0,8.0
651.0,74.0,0.0030721966,4.938556,2.5794704,15.333333,79.0625,69.0,8.0
431.0,46.0,0.0,5.2529,2.7943544,19.791666,110.958336,29.0,8.0
264.0,27.0,0.003787879,4.992424,2.6198423,19.266666,104.2,20.0,8.0
562.0,56.0,0.0017793594,5.0818505,2.7917721,18.441177,99.088234,72.0,8.0
495.0,48.0,0.0,5.181818,2.97791,20.222221,116.19231,63.0,8.0
381.0,33.0,0.002624672,4.8530183,2.7749186,20.047619,105.190475,40.0,8.0
365.0,31.0,0.0,4.6438355,2.533987,24.6875,127.6875,21.0,8.0
378.0,35.0,0.0,5.0502644,2.7602859,19.09091,102.681816,37.0,8.0
681.0,53.0,0.007342144,5.0088105,2.6091278,22.575758,123.121216,34.0,8.0
310.0,34.0,0.0,4.6225805,2.522699,18.105263,90.68421,20.0,8.0
298.0,36.0,0.0033557047,4.90604,2.555012,14.73913,75.434784,45.0,8.0
421.0,43.0,0.0,4.8836102,2.461724,13.444445,67.30556,52.0,8.0
95.0,9.0,0.0,4.8842106,2.5949876,20.6,110.6,4.0,8.0
174.0,22.0,0.0,5.1264367,2.7555776,11.941176,61.294117,18.0,8.0
452.0,49.0,0.0,5.0973454,2.682175,17.51724,96.89286,9.0,8.0
549.0,50.0,0.0072859745,4.992714,2.6302068,18.545454,98.36364,45.0,8.0
704.0,72.0,0.0056818184,5.197443,2.8096726,20.447369,113.57895,11.0,8.0
273.0,22.0,0.0073260074,5.03663,2.6996353,18.9375,102.1875,31.0,8.0
336.0,31.0,0.011904762,4.904762,2.6820354,20.444445,109.27778,21.0,8.0
572.0,56.0,0.0017482517,4.839161,2.6789794,19.30303,102.875,30.0,8.0
572.0,53.0,0.0017482517,4.8146853,2.693022,20.419355,109.666664,36.0,8.0
727.0,78.0,0.0068775793,5.193948,2.841927,21.078947,117.289474,9.0,8.0
88.0,12.0,0.0,5.1363635,2.5636523,12.625,66.0,0.0,8.0
691.0,71.0,0.001447178,4.9233,2.7276099,16.291666,83.770836,41.0,8.0
590.0,69.0,0.0050847456,5.0254235,2.6337492,17.783783,97.416664,45.0,8.0
225.0,31.0,0.008888889,5.062222,2.7929506,17.857143,96.28571,35.0,8.0
665.0,68.0,0.004511278,5.0977445,2.782504,19.945946,111.166664,74.0,8.0
676.0,59.0,0.00147929,5.045858,2.5207968,19.23077,103.38461,28.0,8.0
631.0,52.0,0.0015847861,4.9302692,2.5604966,21.030304,112.121216,22.0,8.0
540.0,65.0,0.0018518518,5.1314816,2.6776397,19.32258,105.548386,37.0,8.0
601.0,58.0,0.0016638935,4.956739,2.5253687,19.588236,103.94118,44.0,8.0
432.0,40.0,0.0023148148,5.023148,2.5548465,19.916666,107.166664,11.0,8.0
340.0,46.0,0.0,5.032353,2.5068405,13.892858,71.78571,63.0,8.0
379.0,37.0,0.0026385225,5.1952505,2.6954226,25.375,145.625,34.0,8.0
433.0,38.0,0.0,5.147806,2.714489,18.576923,105.0,75.0,8.0
318.0,31.0,0.0,5.119497,2.6655605,20.470589,113.47059,28.0,8.0
509.0,45.0,0.0,5.096267,2.731711,20.74074,113.81481,42.0,8.0
401.0,32.0,0.0,5.117207,2.8840833,21.9,121.5,28.0,8.0
407.0,34.0,0.0,5.105651,2.8294935,20.363636,111.77273,37.0,8.0
468.0,82.0,0.0,5.149573,2.5087583,9.606558,45.47541,179.0,8.0
425.0,55.0,0.0,4.9670587,2.501547,13.105263,65.210526,103.0,8.0
500.0,44.0,0.002,5.134,2.708514,24.59091,138.27272,41.0,8.0
85.0,9.0,0.0,5.0117645,2.4470603,22.75,126.75,6.0,8.0
443.0,46.0,0.0,5.074492,2.603409,17.892857,101.88461,85.0,8.0
431.0,38.0,0.0,4.925754,2.6573992,20.652174,109.82609,55.0,8.0
236.0,23.0,0.004237288,4.601695,2.4482434,20.0,100.61539,57.0,8.0
491.0,48.0,0.0,5.01222,2.7009583,19.0,107.77778,76.0,8.0
304.0,34.0,0.0065789474,5.430921,2.9033496,20.75,121.0,30.0,8.0
509.0,53.0,0.0019646366,5.330059,2.8740938,19.413794,109.68965,48.0,8.0
480.0,64.0,0.0,5.608333,3.0146735,14.230769,79.871796,35.0,9.0
86.0,8.0,0.011627907,5.2906976,2.6801002,23.0,134.5,0.0,9.0
543.0,62.0,0.0018416207,5.20442,2.7162664,17.457144,94.88571,86.0,9.0
733.0,96.0,0.002728513,5.469304,2.944825,17.48936,99.489365,21.0,9.0
758.0,86.0,0.0013192613,5.141161,2.6581607,19.952381,109.85714,122.0,9.0
429.0,56.0,0.0,5.2937064,2.8056643,12.923077,67.71795,74.0,9.0
176.0,10.0,0.0,5.3352275,3.044389,21.333334,123.0,3.0,9.0
571.0,55.0,0.0,5.4658494,2.8872828,19.78125,114.125,37.0,9.0
430.0,55.0,0.0,5.283721,2.80754,13.236842,69.60526,74.0,9.0
605.0,58.0,0.0,5.5140495,2.9337409,22.066668,130.1,9.0,9.0
591.0,51.0,0.0,5.4483924,2.9185746,25.56,151.76,18.0,9.0
467.0,39.0,0.0021413276,5.5781584,3.068769,26.473684,161.1579,14.0,9.0
676.0,69.0,0.00147929,5.0931954,2.6755326,22.39394,124.0,90.0,9.0
710.0,87.0,0.0,5.4521127,3.1187446,16.32653,92.061226,29.0,9.0
569.0,66.0,0.0,5.434095,3.1638849,17.216217,97.567566,29.0,9.0
634.0,67.0,0.0031545742,5.413249,2.9086304,21.09091,122.181816,26.0,9.0
777.0,85.0,0.0,5.4221363,3.0692434,18.76087,107.08696,39.0,9.0
543.0,70.0,0.0018416207,5.0607734,2.5901775,15.146341,80.7,46.0,9.0
769.0,80.0,0.0052015604,5.1781535,2.7812738,27.566668,157.73334,46.0,9.0
677.0,69.0,0.0,5.456425,2.9580927,23.0625,135.375,8.0,9.0
439.0,43.0,0.0022779044,5.1480637,2.683528,23.85,134.2,27.0,9.0
594.0,74.0,0.01010101,5.259259,2.7767901,17.102564,94.25641,36.0,9.0
559.0,73.0,0.008944544,5.266547,2.709318,16.578947,90.73684,36.0,9.0
780.0,76.0,0.0051282053,5.3679485,2.98488,17.693878,99.79592,20.0,9.0
496.0,62.0,0.002016129,5.292339,2.7002876,18.5,106.10345,31.0,9.0
497.0,60.0,0.0040241447,5.3179073,2.7781022,20.37037,119.65385,41.0,9.0
602.0,71.0,0.0,5.1993356,2.7267876,17.763159,96.76316,48.0,9.0
76.0,10.0,0.0,5.2894735,2.7995105,16.8,94.6,25.0,9.0
349.0,51.0,0.0028653296,5.4297996,2.9598706,18.285715,105.7619,98.0,9.0
752.0,95.0,0.0,5.856383,3.0788555,18.644444,115.77273,20.0,9.0
552.0,61.0,0.0036231885,5.182971,2.8394601,20.3,115.23333,31.0,9.0
648.0,58.0,0.0015432099,5.2762346,2.8597772,21.575758,122.333336,64.0,9.0
524.0,65.0,0.003816794,4.8969464,2.6638777,18.774193,98.645164,48.0,9.0
687.0,66.0,0.0043668123,5.5007277,2.9606197,20.405405,119.702705,66.0,9.0
683.0,108.0,0.0014641288,5.532943,2.928134,14.792453,82.886795,93.0,9.0
501.0,68.0,0.0,5.219561,2.6241035,14.794871,78.35897,67.0,9.0
546.0,56.0,0.0018315018,5.2545786,2.675901,22.11111,125.44444,108.0,9.0
620.0,94.0,0.0,5.4532256,2.983733,14.791667,81.854164,50.0,9.0
190.0,18.0,0.0,5.042105,2.73348,22.88889,126.666664,19.0,9.0
472.0,52.0,0.0,5.3177967,2.9017568,18.206896,101.48276,53.0,9.0
276.0,34.0,0.0036231885,5.384058,2.7866735,20.266666,116.666664,67.0,9.0
749.0,82.0,0.0,5.074766,2.6625535,24.636364,137.0,41.0,9.0
431.0,46.0,0.0,5.1415315,2.6958609,20.652174,113.78261,21.0,9.0
424.0,48.0,0.0023584906,5.2099056,2.8126726,18.307692,108.5,49.0,9.0
358.0,37.0,0.002793296,4.9608936,2.5177877,18.952381,100.47619,49.0,9.0
486.0,58.0,0.0,5.0617285,2.5652602,17.125,90.65625,63.0,9.0
371.0,46.0,0.0026954177,5.0350404,2.6096146,26.6,148.6,51.0,9.0
409.0,63.0,0.002444988,5.1173596,2.6509974,12.972973,67.861115,58.0,9.0
462.0,44.0,0.0021645022,5.337662,2.654459,20.36,116.24,30.0,9.0
815.0,84.0,0.0,5.1398773,2.7626011,17.615385,94.75,55.0,9.0
493.0,43.0,0.004056795,5.4361053,2.9052787,27.842106,166.21053,16.0,10.0
604.0,59.0,0.0,5.2268214,2.5540264,20.181818,112.51515,62.0,10.0
565.0,52.0,0.0017699115,5.076106,2.738686,23.615385,130.8077,22.0,10.0
577.0,66.0,0.0,5.355286,3.0089939,28.136364,165.59091,25.0,10.0
581.0,52.0,0.0,5.013769,2.5269253,24.26923,133.1923,132.0,10.0
428.0,39.0,0.0023364485,4.962617,2.617963,27.058823,148.94118,19.0,10.0
590.0,62.0,0.0,5.2,2.6903472,18.277779,100.138885,92.0,10.0
489.0,57.0,0.0,5.194274,2.7051988,16.69697,90.27273,84.0,10.0
356.0,33.0,0.0,5.3370786,2.7414565,19.6,111.55,31.0,10.0
551.0,52.0,0.001814882,5.134301,2.644055,24.0,139.41667,37.0,10.0
479.0,63.0,0.0,5.302714,2.7931883,15.542857,84.77143,76.0,10.0
552.0,51.0,0.0018115942,5.128623,2.6415927,24.958334,145.69565,37.0,10.0
513.0,53.0,0.0,5.1461987,2.5691373,20.814816,115.51852,48.0,10.0
743.0,67.0,0.006729475,5.114401,2.6761699,22.5,124.861115,97.0,10.0
414.0,48.0,0.002415459,5.3502417,2.772456,19.208334,112.78261,24.0,10.0
532.0,59.0,0.0,5.3157897,2.762172,19.666666,114.344826,38.0,10.0
735.0,75.0,0.0,5.122449,2.7142818,20.325,117.210526,29.0,10.0
457.0,40.0,0.0,5.334792,2.765755,20.2,114.56,29.0,10.0
579.0,59.0,0.018998273,5.4214163,2.987357,20.580645,118.83871,31.0,10.0
485.0,41.0,0.0,5.2762885,2.9121072,24.952381,143.7619,8.0,10.0
410.0,38.0,0.0,5.5829268,2.9753795,25.941177,157.76471,22.0,10.0
642.0,68.0,0.0,5.44081,2.79749,24.821428,146.42857,42.0,10.0
370.0,25.0,0.0,5.02973,2.7941406,26.533333,147.8,8.0,10.0
563.0,69.0,0.010657194,4.992895,2.4422195,16.763159,92.05556,94.0,10.0
578.0,57.0,0.0034602077,4.982699,2.35655,16.641026,87.20513,119.0,10.0
404.0,42.0,0.004950495,5.0668316,2.3384433,15.266666,80.2,86.0,10.0
594.0,59.0,0.008417509,4.996633,2.5112507,17.051283,89.84615,87.0,10.0
534.0,56.0,0.0037453184,5.116105,2.6439092,23.24,129.44,2.0,10.0
735.0,88.0,0.0,5.8,3.0828912,19.428572,120.560974,50.0,10.0
588.0,59.0,0.0,5.122449,2.830589,24.5,137.38461,14.0,10.0
537.0,58.0,0.0018621974,5.216015,2.5540512,22.538462,127.23077,25.0,10.0
600.0,67.0,0.0033333334,5.2066665,2.7338545,18.027027,99.297295,9.0,10.0
585.0,66.0,0.0034188034,5.223932,2.7467659,17.64865,97.02702,12.0,10.0
575.0,63.0,0.003478261,5.187826,2.7154045,18.22857,100.314285,9.0,10.0
512.0,47.0,0.005859375,5.46875,2.8213403,21.538462,126.07692,32.0,10.0
644.0,73.0,0.0,5.2779503,2.6776147,20.342857,117.55882,60.0,10.0
515.0,54.0,0.0058252425,5.1262136,2.6929545,22.44,124.92,60.0,10.0
539.0,58.0,0.0037105752,5.2096477,2.6486614,21.178572,118.21429,42.0,10.0
515.0,57.0,0.0019417476,5.108738,2.709892,22.44,124.52,57.0,10.0
767.0,70.0,0.0026075619,4.9752283,2.5178726,24.470589,137.48485,55.0,10.0
562.0,56.0,0.0017793594,5.266904,2.8491008,22.0,129.07408,26.0,10.0
544.0,58.0,0.009191177,5.3584557,2.9177139,22.73077,131.92308,59.0,10.0
427.0,38.0,0.0,5.2295084,3.0072145,22.333334,131.8,0.0,10.0
559.0,67.0,0.0035778175,5.2021465,2.576257,23.423077,132.11539,59.0,10.0
525.0,50.0,0.0019047619,4.992381,2.4696114,18.774193,100.09677,38.0,10.0
394.0,44.0,0.005076142,5.312183,2.5986145,28.133333,165.0,0.0,10.0
634.0,86.0,0.0,5.20347,2.6756146,16.72093,99.051285,75.0,10.0
533.0,52.0,0.0,5.1275797,2.6366336,25.043478,140.91304,18.0,10.0
593.0,61.0,0.0,5.2984824,2.9130645,23.851852,137.18518,6.0,10.0
527.0,47.0,0.0037950664,5.2371917,2.961279,22.92,130.28,39.0,10.0
545.0,55.0,0.0,5.0678897,2.7011666,23.68,131.16,12.0,11.0
556.0,41.0,0.0,5.208633,2.756224,31.157894,180.73685,0.0,11.0
484.0,35.0,0.0,5.198347,2.7749481,30.352942,175.52942,0.0,11.0
547.0,52.0,0.0,4.8171844,2.688496,23.72,126.04,24.0,11.0
643.0,76.0,0.0,4.702955,2.5896864,22.03125,113.40625,38.0,11.0
320.0,21.0,0.0,5.453125,2.867543,28.5,171.08333,4.0,11.0
399.0,36.0,0.0,4.9448624,2.4904764,17.84,93.56,70.0,11.0
687.0,69.0,0.0014556041,5.125182,2.842094,22.757576,126.30303,4.0,11.0
568.0,54.0,0.0035211267,5.0457745,2.5813632,21.48276,117.13793,28.0,11.0
529.0,41.0,0.0,5.0567107,2.7340527,24.913044,138.08696,12.0,11.0
470.0,52.0,0.0,5.2170215,2.8079915,23.272728,131.72728,33.0,11.0
452.0,38.0,0.0,4.776549,2.5995367,22.363636,117.36364,16.0,11.0
406.0,49.0,0.0,5.1083746,2.6031578,13.083333,67.333336,12.0,11.0
650.0,75.0,0.0,4.855385,2.4802012,20.428572,107.42857,95.0,11.0
407.0,49.0,0.0024570024,4.8796067,2.5675642,21.285715,112.71429,0.0,11.0
428.0,43.0,0.0,5.420561,2.9155962,23.3,136.25,3.0,11.0
449.0,43.0,0.0,5.3541203,2.8802025,20.541666,117.583336,16.0,11.0
514.0,60.0,0.0058365758,5.050584,2.6984227,20.214285,109.78571,61.0,11.0
411.0,50.0,0.0,4.970803,2.7311163,14.5625,75.15625,65.0,11.0
509.0,52.0,0.0,4.7445974,2.4618092,20.071428,103.07143,20.0,11.0
540.0,45.0,0.0,4.911111,2.601188,23.44,126.44,24.0,11.0
525.0,45.0,0.0019047619,5.047619,2.6207256,26.857143,150.09525,19.0,11.0
343.0,32.0,0.005830904,4.9766765,2.4871745,23.3125,127.0,6.0,11.0
382.0,49.0,0.0,4.9424086,2.494356,13.363636,67.30303,69.0,11.0
472.0,43.0,0.0,4.9618645,2.4732955,23.363636,126.77273,6.0,11.0
449.0,48.0,0.0,5.3184857,3.0201468,18.407408,103.703705,7.0,11.0
539.0,66.0,0.0055658626,4.9332094,2.7946393,17.617647,92.70588,34.0,11.0
572.0,46.0,0.0034965035,5.0454545,2.5729964,23.846153,131.8077,31.0,11.0
565.0,55.0,0.0,5.143363,2.7197683,26.434782,149.82608,28.0,11.0
418.0,41.0,0.0,5.22488,2.7741387,22.8,128.95,32.0,11.0
511.0,53.0,0.0,4.74364,2.6884599,21.538462,111.61539,38.0,11.0
435.0,31.0,0.0022988506,4.921839,2.584365,27.470589,150.47058,16.0,11.0
518.0,81.0,0.0,5.084942,2.6560416,11.54717,57.849056,121.0,11.0
374.0,52.0,0.0,4.9679146,2.4893417,25.25,138.5,87.0,11.0
550.0,77.0,0.0,5.2545457,2.7103713,13.291667,71.55319,109.0,11.0
378.0,41.0,0.005291005,4.9153438,2.6702816,22.88889,123.22222,30.0,11.0
517.0,60.0,0.0,5.2591877,2.688635,15.447369,83.68421,76.0,11.0
625.0,67.0,0.0,5.2256,2.7285702,17.525,95.875,57.0,11.0
486.0,53.0,0.0,5.020576,2.6128018,16.484848,87.242424,59.0,11.0
521.0,41.0,0.0,5.109405,2.7243044,24.565218,137.26086,11.0,11.0
453.0,49.0,0.0,5.2030907,2.8576672,15.9375,86.40625,45.0,11.0
496.0,68.0,0.002016129,5.076613,2.613971,12.276596,62.553192,101.0,11.0
502.0,60.0,0.0,5.304781,2.8405018,18.096775,100.67742,45.0,11.0
503.0,60.0,0.0,5.2982106,2.84149,18.129032,100.77419,45.0,11.0
604.0,57.0,0.0033112583,5.2135763,2.7414663,28.173914,162.04347,46.0,11.0
513.0,52.0,0.0,5.1306043,2.6914985,17.75,96.84375,50.0,11.0
534.0,54.0,0.0,5.1441946,2.6850603,17.441177,95.05882,50.0,11.0
564.0,63.0,0.005319149,4.867021,2.7174976,21.310345,112.93104,31.0,11.0
1059.0,114.0,0.0028328612,4.997167,2.6493132,22.307692,120.96154,17.0,11.0
418.0,41.0,0.0023923444,4.7870812,2.4747763,22.8,119.85,8.0,11.0
593.0,78.0,0.0016863407,5.0556493,2.6246872,18.333334,98.72222,58.0,12.0
69.0,7.0,0.0,5.4492755,2.789921,24.333334,147.66667,8.0,12.0
357.0,49.0,0.0,4.9495797,2.4282963,16.2,83.84,24.0,12.0
742.0,101.0,0.0,5.101078,2.6643903,17.723404,94.85107,33.0,12.0
992.0,115.0,0.002016129,4.828629,2.6009533,19.678572,101.875,16.0,12.0
355.0,54.0,0.0,4.8112674,2.3796997,11.540541,54.162163,90.0,12.0
391.0,52.0,0.0,4.97954,2.525489,14.933333,76.46667,75.0,12.0
397.0,53.0,0.0025188916,5.062972,2.515156,14.709678,76.3871,87.0,12.0
430.0,54.0,0.0,5.062791,2.7071428,16.233334,85.6,25.0,12.0
480.0,47.0,0.0,4.95625,2.4537728,18.48276,97.586205,27.0,12.0
498.0,56.0,0.0,5.1004014,2.731999,16.171429,85.42857,34.0,12.0
650.0,65.0,0.0,4.9753847,2.6831691,21.058823,113.35294,7.0,12.0
463.0,44.0,0.0,5.0712743,2.8477015,19.037037,102.85185,14.0,12.0
525.0,63.0,0.0019047619,4.8533335,2.4879563,20.034483,104.965515,128.0,12.0
62.0,7.0,0.0,5.080645,2.4970846,17.0,93.5,4.0,12.0
602.0,70.0,0.003322259,5.068106,2.7158337,17.384615,92.28205,10.0,12.0
617.0,58.0,0.003241491,5.145867,2.6864402,22.5,125.46667,14.0,12.0
579.0,56.0,0.0034542314,5.1450777,2.713051,20.612904,113.451614,2.0,12.0
527.0,54.0,0.0,4.857685,2.6188347,20.75,108.92857,20.0,12.0
527.0,53.0,0.0,4.8557873,2.6190948,21.444445,113.14815,20.0,12.0
231.0,21.0,0.0,5.064935,2.6153274,18.357143,99.14286,2.0,12.0
616.0,72.0,0.0032467532,4.943182,2.7359467,17.275,90.6,47.0,12.0
555.0,65.0,0.0054054055,5.136937,2.6898503,16.918919,90.75676,61.0,12.0
519.0,74.0,0.0038535646,5.2581887,2.7035267,14.0,74.023254,64.0,12.0
409.0,41.0,0.0,4.99022,2.7019694,18.28,96.8,39.0,12.0
698.0,78.0,0.0,5.1948423,2.655348,17.4,94.64445,38.0,12.0
536.0,51.0,0.0,5.0652986,2.7908123,21.777779,119.25926,9.0,12.0
396.0,42.0,0.005050505,5.310606,2.9451194,21.7,124.2,28.0,12.0
414.0,57.0,0.0,4.8550725,2.5037694,17.222221,88.48148,94.0,12.0
753.0,81.0,0.0026560426,5.0119524,2.583241,17.914894,94.893616,39.0,12.0
698.0,73.0,0.0028653296,5.018625,2.5656865,17.795454,94.068184,17.0,12.0
612.0,75.0,0.006535948,4.99183,2.6931727,14.729167,78.04348,36.0,12.0
536.0,71.0,0.005597015,5.050373,2.7268815,14.181818,75.52381,36.0,12.0
702.0,82.0,0.0056980057,4.9615383,2.758554,15.745098,83.79592,36.0,12.0
493.0,64.0,0.0,4.973631,2.6525164,14.25,72.15,45.0,12.0
545.0,69.0,0.0018348624,5.163303,2.641402,15.292683,84.64103,24.0,12.0
459.0,46.0,0.0021786492,5.119826,2.8193274,17.689655,95.48276,25.0,12.0
540.0,69.0,0.0,5.1574073,2.6421156,15.170732,83.76923,14.0,12.0
773.0,90.0,0.0,5.1966367,2.8238726,18.041666,98.4375,26.0,12.0
529.0,42.0,0.0,5.319471,2.807971,21.518518,122.59259,12.0,12.0
753.0,99.0,0.0,5.2084994,2.864412,15.392858,81.92857,28.0,12.0
483.0,52.0,0.0,5.0766044,2.6430757,15.8,84.82353,18.0,12.0
